person,age,income,gender_F,gender_M,gender_O,became_year,became_month_sin,became_month_cos,became_day_sin,became_day_cos,became_dow_sin,became_dow_cos,offer_bogo,offer_disc,difficulty,duration,reward,email,mobile,social,web,t_received,t_viewed,amt_till_viewed,t_completed,amt_till_completed,0.0,6.0,12.0,18.0,24.0,30.0,36.0,42.0,48.0,54.0,60.0,66.0,72.0,78.0,84.0,90.0,96.0,102.0,108.0,114.0,denom_viewed,past_offers_num,past_completion_rate,short_little_comp_rate,short_little_count,short_lot_comp_rate,short_lot_count,long_little_comp_rate,long_little_count,long_lot_comp_rate,long_lot_count,t_left_when_viewed,amt_needed_when_viewed
d2d8012642ec43e09c18dd814bd1ec6c,48.0,68000.0,0.0,1.0,0.0,2017,-1.0,-1.8369701987210292e-16,-0.651372482722222,-0.7587581226927911,0.7818314824680297,0.6234898018587336,1,0,10,7,10,1,1,1,0,336,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0,168.0,10.0
580282318a424572b41b1ad3516eb976,48.0,57000.0,0.0,1.0,0.0,2016,-0.5000000000000004,0.8660254037844384,-0.2012985200886612,0.9795299412524944,0.9749279121818236,-0.22252093395631434,1,0,5,7,5,1,1,0,1,336,0.0,0.0,48.0,16.29,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,,0.0,1.0,1.0,,0.0,1.0,1.0,168.0,5.0
5eb5877aa40744bdb8b147b60295dd61,39.0,85000.0,1.0,0.0,0.0,2016,-1.0,-1.8369701987210292e-16,-0.651372482722222,-0.7587581226927911,0.0,1.0,1,0,10,7,10,1,1,1,0,336,0.0,0.0,30.0,30.6,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,,0.0,,0.0,,0.0,0.5,2.0,168.0,10.0
6ec36134940f43aeb43cffa2011a6d26,55.0,62000.0,1.0,0.0,0.0,2018,1.2246467991473532e-16,-1.0,0.485301962531081,-0.8743466161445821,0.9749279121818236,-0.22252093395631434,0,1,7,7,3,1,1,1,1,336,60.0,0.0,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,,0.0,,0.0,0.0,1.0,0.0,1.0,108.0,7.0
dbb37c0caad54f4a979a8121de79d0a2,37.0,59000.0,0.0,1.0,0.0,2018,0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667,-0.9749279121818236,-0.2225209339563146,0,1,10,7,2,1,1,0,1,336,30.0,0.0,36.0,14.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,,0.0,,0.0,0.0,2.0,,0.0,138.0,10.0
24f1885ca61046c4b86b19858d3ae911,83.0,93000.0,1.0,0.0,0.0,2017,1.2246467991473532e-16,-1.0,0.10116832198743272,-0.994869323391895,0.43388373911755823,-0.9009688679024191,0,1,7,7,3,1,1,1,1,336,0.0,0.0,24.0,22.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,,0.0,1.0,1.0,,0.0,168.0,7.0
78de990355734b7285eb503c012b4703,75.0,109000.0,0.0,1.0,0.0,2017,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,-0.7818314824680299,0.6234898018587334,0,1,10,10,2,1,1,1,1,336,12.0,0.0,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,228.0,10.0
352ccf90feeb4c92a54834c7ad2b66bf,52.0,87000.0,1.0,0.0,0.0,2016,0.5,-0.8660254037844387,-0.9987165071710528,-0.05064916883871355,0.0,1.0,1,0,10,7,10,1,1,1,0,336,72.0,0.0,108.0,27.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,,0.0,1.0,2.0,,0.0,,0.0,96.0,10.0
5e4c04da5ccb48beab8b5644c14dabb2,83.0,115000.0,1.0,0.0,0.0,2015,-1.0,-1.8369701987210292e-16,-0.9680771188662042,-0.2506525322587213,0.7818314824680297,0.6234898018587336,0,1,10,7,2,1,1,0,1,336,48.0,0.0,60.0,18.53,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,,0.0,,0.0,1.0,1.0,120.0,10.0
b925f853e90442d99f203e12e899999b,51.0,99000.0,0.0,1.0,0.0,2018,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763,0.9749279121818236,-0.22252093395631434,0,1,10,10,2,1,1,1,1,336,12.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,,0.0,,0.0,1.0,1.0,0.0,1.0,228.0,10.0
3a1747f3e741449387bb614da8e0171c,56.0,91000.0,1.0,0.0,0.0,2018,-0.4999999999999998,-0.8660254037844388,-0.7907757369376986,-0.6121059825476628,-0.433883739117558,-0.9009688679024191,0,1,10,10,2,1,1,1,1,336,54.0,0.0,126.0,24.55,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,186.0,10.0
106b6653b9814b478fccecb0a22546f0,53.0,33000.0,0.0,1.0,0.0,2017,-0.5000000000000004,0.8660254037844384,-0.4853019625310809,-0.8743466161445822,-0.9749279121818236,-0.2225209339563146,1,0,10,5,10,1,1,1,1,336,60.0,9.07,120.0,37.98,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,,0.0,1.0,1.0,,0.0,1.0,1.0,60.0,10.0
be8f765ae7774446bbbd3db35a6ed4a6,38.0,69000.0,1.0,0.0,0.0,2018,1.0,6.123233995736766e-17,-0.9680771188662042,-0.2506525322587213,0.43388373911755823,-0.9009688679024191,0,1,10,7,2,1,1,0,1,336,18.0,0.0,42.0,17.02,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,,0.0,,0.0,1.0,1.0,150.0,10.0
e5c6a20a9e484510ab9977e353a07d60,62.0,65000.0,0.0,1.0,0.0,2015,-1.0,-1.8369701987210292e-16,-0.2012985200886612,0.9795299412524944,0.9749279121818236,-0.22252093395631434,1,0,5,7,5,1,1,0,1,336,30.0,3.1,168.0,13.330000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,0.5,0.0,1.0,,0.0,1.0,1.0,,0.0,138.0,5.0
2a5c1037bf364a80ba6dfaec80c02572,57.0,41000.0,0.0,1.0,0.0,2018,0.8660254037844388,-0.4999999999999998,0.8486442574947509,0.5289640103269625,0.43388373911755823,-0.9009688679024191,0,1,7,7,3,1,1,1,1,336,6.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,,0.0,0.0,1.0,0.0,1.0,,0.0,162.0,7.0
cf7ca63f868f4ca2b8c0114081382ec2,64.0,88000.0,1.0,0.0,0.0,2018,1.2246467991473532e-16,-1.0,0.9884683243281114,0.1514277775045767,0.43388373911755823,-0.9009688679024191,0,1,10,10,2,1,1,1,1,336,12.0,0.0,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,,0.0,0.0,2.0,,0.0,,0.0,228.0,10.0
709a73a7b8e941c097c51211da03ee8d,49.0,79000.0,0.0,1.0,0.0,2016,0.5,0.8660254037844387,0.2012985200886601,0.9795299412524944,-0.433883739117558,-0.9009688679024191,0,1,20,10,5,1,0,0,1,336,0.0,0.0,96.0,33.06,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,,0.0,1.0,1.0,,0.0,240.0,20.0
2eb501be079b40ef818089b92a30b119,60.0,64000.0,0.0,1.0,0.0,2018,-0.4999999999999998,-0.8660254037844388,-0.4853019625310809,-0.8743466161445822,0.9749279121818236,-0.22252093395631434,0,1,7,7,3,1,1,1,1,336,0.0,0.0,,,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,,0.0,,0.0,,0.0,0.0,2.0,168.0,7.0
f7058c1fbbed48689edd0440b4dd7ae5,30.0,55000.0,0.0,1.0,0.0,2018,1.2246467991473532e-16,-1.0,-0.8978045395707417,-0.4403941515576342,0.43388373911755823,-0.9009688679024191,0,1,7,7,3,1,1,1,1,336,18.0,0.0,96.0,8.43,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,150.0,7.0
3d29f05a4e2140f7822b78f7934a0ac1,52.0,83000.0,0.0,1.0,0.0,2016,0.8660254037844388,-0.4999999999999998,-0.9680771188662042,-0.2506525322587213,-0.433883739117558,-0.9009688679024191,0,1,7,7,3,1,1,1,1,336,30.0,0.0,36.0,19.56,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,1.0,1.0,0.0,1.0,,0.0,,0.0,138.0,7.0
eab78e2cf26f4af494d9535ac3835f00,67.0,110000.0,1.0,0.0,0.0,2015,-0.4999999999999998,-0.8660254037844388,-0.3943558551133187,0.9189578116202306,0.9749279121818236,-0.22252093395631434,0,1,10,10,2,1,1,1,1,336,18.0,0.0,48.0,23.79,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,,0.0,1.0,1.0,,0.0,1.0,1.0,222.0,10.0
4d7d5a156adf4aa4b4a1f5b8851d1e7a,31.0,44000.0,0.0,1.0,0.0,2018,0.5,0.8660254037844387,-0.4853019625310809,-0.8743466161445822,0.43388373911755823,-0.9009688679024191,1,0,10,5,10,1,1,1,1,336,12.0,1.6800000000000002,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,,0.0,,0.0,0.5,2.0,,0.0,108.0,10.0
c18566c8d89149a3b87f828a6e22b47b,53.0,84000.0,1.0,0.0,0.0,2017,-1.0,-1.8369701987210292e-16,0.7907757369376989,-0.6121059825476625,0.0,1.0,1,0,10,7,10,1,1,1,0,336,96.0,0.0,132.0,19.54,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,,0.0,,0.0,1.0,1.0,1.0,1.0,72.0,10.0
267e47de94fd46b1afa96dea1c9d3cbf,28.0,33000.0,0.0,1.0,0.0,2018,-0.4999999999999998,-0.8660254037844388,-0.8486442574947509,0.5289640103269624,0.43388373911755823,-0.9009688679024191,1,0,5,5,5,1,1,1,1,336,18.0,0.0,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,102.0,5.0
b23fd66b4bd4463b8382ff9007f7f861,49.0,44000.0,0.0,1.0,0.0,2016,0.8660254037844386,0.5000000000000001,0.485301962531081,-0.8743466161445821,-0.9749279121818236,-0.2225209339563146,1,0,10,5,10,1,1,1,1,336,30.0,0.0,,,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,,0.0,,0.0,,0.0,0.5,2.0,90.0,10.0
14da6197d53d4ca49f4ce75367bb06cc,50.0,94000.0,1.0,0.0,0.0,2015,-0.8660254037844386,0.5,0.7247927872291199,0.6889669190756866,-0.7818314824680299,0.6234898018587334,0,1,20,10,5,1,0,0,1,336,30.0,0.0,174.0,47.08,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,,0.0,,0.0,1.0,1.0,210.0,20.0
a4dbdeea34474565ae624261b34c1c43,74.0,42000.0,1.0,0.0,0.0,2017,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,-0.7818314824680299,0.6234898018587334,1,0,5,5,5,1,1,1,1,336,0.0,0.0,,,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,120.0,5.0
21e1f3e157e74c028418d85d4365a5e6,53.0,92000.0,0.0,1.0,0.0,2017,-0.8660254037844384,-0.5000000000000004,0.7247927872291199,0.6889669190756866,-0.433883739117558,-0.9009688679024191,0,1,10,10,2,1,1,1,1,336,18.0,0.0,42.0,34.64,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,,0.0,1.0,1.0,,0.0,0.0,1.0,222.0,10.0
e690a6ff8e78481ca126e1e8e1eb4212,35.0,31000.0,0.0,0.0,1.0,2017,-0.8660254037844384,-0.5000000000000004,0.10116832198743272,-0.994869323391895,0.7818314824680297,0.6234898018587336,0,1,7,7,3,1,1,1,1,336,0.0,0.0,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,2,2,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,168.0,7.0
86c83f7d6bd748a7b580f1c22b48e375,57.0,32000.0,1.0,0.0,0.0,2017,-1.0,-1.8369701987210292e-16,-0.9987165071710528,-0.05064916883871355,-0.9749279121818236,-0.2225209339563146,0,1,10,7,2,1,1,0,1,336,156.0,0.0,,,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,,0.0,,0.0,1.0,1.0,12.0,10.0
03cc530b458e4fb180c222777916e9b5,89.0,36000.0,0.0,1.0,0.0,2015,-0.8660254037844384,-0.5000000000000004,0.9680771188662044,-0.2506525322587204,-0.7818314824680299,0.6234898018587334,0,1,7,7,3,1,1,1,1,336,0.0,0.0,120.0,8.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,,0.0,0.0,1.0,1.0,1.0,,0.0,168.0,7.0
523e2d85f3d94eefbca7970e2b16b234,47.0,65000.0,1.0,0.0,0.0,2016,1.2246467991473532e-16,-1.0,0.9680771188662044,-0.2506525322587204,0.43388373911755823,-0.9009688679024191,1,0,10,5,10,1,1,1,1,336,24.0,0.0,48.0,24.03,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,,0.0,,0.0,96.0,10.0
ffff82501cea40309d5fdd7edcca4a07,45.0,62000.0,1.0,0.0,0.0,2016,-0.5000000000000004,0.8660254037844384,-0.9377521321470804,0.3473052528448203,-0.433883739117558,-0.9009688679024191,0,1,10,7,2,1,1,0,1,336,18.0,0.0,48.0,15.57,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,,0.0,,0.0,,0.0,1.0,2.0,150.0,10.0
055640cd12d04eb4b8a51ec67d451fc7,39.0,38000.0,1.0,0.0,0.0,2016,-0.5000000000000004,0.8660254037844384,-0.9884683243281114,0.15142777750457667,0.43388373911755823,-0.9009688679024191,0,1,7,7,3,1,1,1,1,336,12.0,3.83,24.0,18.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,,0.0,1.0,1.0,1.0,1.0,,0.0,156.0,3.17
8c156fed0fca4e888ef352496d715494,39.0,53000.0,0.0,1.0,0.0,2017,0.5,-0.8660254037844387,-0.2012985200886612,0.9795299412524944,0.7818314824680297,0.6234898018587336,1,0,5,7,5,1,1,0,1,336,12.0,0.0,72.0,11.08,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,,0.0,,0.0,1.0,1.0,1.0,1.0,156.0,5.0
ecde4ed5d52e481dba63bb14d91c7a4d,42.0,35000.0,0.0,1.0,0.0,2017,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667,-0.7818314824680299,0.6234898018587334,1,0,10,5,10,1,1,1,1,336,30.0,0.0,,,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,90.0,10.0
4c933453dd3b42eea553ec2985c050db,49.0,70000.0,0.0,1.0,0.0,2017,-0.8660254037844384,-0.5000000000000004,-0.9987165071710528,-0.05064916883871355,0.9749279121818236,-0.22252093395631434,0,1,7,7,3,1,1,1,1,336,30.0,4.01,60.0,13.19,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.5,2.0,,0.0,,0.0,,0.0,138.0,2.99
f87b27581615423f892a6ff0d40fa696,57.0,65000.0,0.0,1.0,0.0,2017,-0.8660254037844384,-0.5000000000000004,0.7907757369376989,-0.6121059825476625,-0.433883739117558,-0.9009688679024191,0,1,10,10,2,1,1,1,1,336,24.0,0.0,102.0,13.54,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,,0.0,,0.0,,0.0,0.0,2.0,216.0,10.0
e3b3486b202c4a399b6b64f2de81f516,76.0,56000.0,0.0,1.0,0.0,2014,-0.8660254037844384,-0.5000000000000004,0.29936312297335804,-0.9541392564000488,0.43388373911755823,-0.9009688679024191,1,0,5,7,5,1,1,0,1,336,42.0,6.67,,,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.5,0.0,1.0,1.0,1.0,,0.0,,0.0,126.0,5.0
601bb5be1d574b91a3672cf11af6236b,58.0,39000.0,1.0,0.0,0.0,2017,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,0.43388373911755823,-0.9009688679024191,1,0,5,5,5,1,1,1,1,336,72.0,0.0,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,48.0,5.0
b7e216b6472b46648272c29a52a86702,53.0,113000.0,0.0,1.0,0.0,2018,-0.4999999999999998,-0.8660254037844388,0.9987165071710528,-0.050649168838712635,-0.7818314824680299,0.6234898018587334,0,1,10,10,2,1,1,1,1,336,66.0,0.0,,,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,1.0,1.0,,0.0,1.0,1.0,,0.0,174.0,10.0
55c135963d2648dbb1e8ff49405e54f9,62.0,64000.0,1.0,0.0,0.0,2015,-0.5000000000000004,0.8660254037844384,0.9884683243281114,0.1514277775045767,-0.9749279121818236,-0.2225209339563146,1,0,5,7,5,1,1,0,1,336,120.0,2.54,150.0,13.95,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1.0,,0.0,1.0,2.0,,0.0,,0.0,48.0,5.0
